cleaned_tweet,tweet,labels
rise gon na get high high hip nip otherwis I eat,"Rise up, gonna get higher and higher! Its all hips and nips, otherwise I ain't eating!",1
roll weed bitch shake ass hoe,"Roll that weed bitch
Shake that ass hoe",1
roll tide bitch,"Roll tide, bitches",1
roman cathol trash give cathol europ bad name,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.,0
roman gta iv pussi,Roman on GTA IV is a pussy.,1
roni radk fuck fag fronz hi ass,Ronnie Radke's a fucking fag. Fronz owns his ass.,1
roni kam pussi,Ronny kamm is a pussy,1
rosco would get jealou though bitch,Rosco would get jealous though. He a bitch,1
rise color glass onli guy,"Rose colored glasses only, you guys. #wvnextin6",2
rosean realli bum I show woman note time chug zquil,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",2
rose red orchid big dont tell yo daddi fuckin nigger,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie",0
ross bitch respond,Ross a bitch for not responding,1
ross get amber rise nake hoe loyal wiz,Ross got Amber Rose naked these hoes ain't loyal wiz,1
ross text I back twat,Ross text me back you twat,1
rotherdam coverup young girl sacrific altar polit correct favor pf paki pedo gang,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,2
round hoe,Round #3 on you hoes #chitown #sb2014 http://t.co/gd0Ya153rl,1
row hoe curl girl plank skank deep cut slut quad broad pec sex,"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No sex",1
roy hibert trash unbeliev,Roy Hibbert so trash. It's unbelievable.,1
stop hoe shesh I want boy,Rt &#8220;@oldirtyjesus: stop being a hoe sheesh &#8220;@_queenoni: I want 3 boys&#8221;&#8221;,1
I see walk I think hoe,Rt &#8220;@princessalyssxo: When I see you walk up I think hoe&#8221;,1
hdm everybodi block bitch,Rt for a Hdm *everybody* &#128514;&#128514;&#128514;&#128514; block bitches too,1
rubi ugli bunga,Ruby is not ugly #bunga bunga,2
rudi throw fastbal near charli chin sweat crist duck giuliani campaign polit florida dog,Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,2
rule number one never pursu bitch da ova side,Rule number one never pursue a bitch from da ova side,1
rule number two trust nobodi especi bitch hooker bodi,Rule number two don't trust nobody especially a bitch with a hookers body,1
ruley bitch ry,Ruley a bitch ry,1
run ya spot smash ya hoe fuck ya couch,"Run in ya spot, smash ya hoe fuck on ya couch",1
run pussi like crash dummi,Run it in her pussy like a crash dummy.,1
run first hoe come later,"Run it up first , these hoes come later&#9996;&#65039;",1
run baldhead bitch thing,Run out with the baldhead bitch thing....,1
run nigga want nigga I need bad bitch hot I,"Run that nigga, you don't want that nigga, but I need a bad bitch that's hotter than me",1
runin much game I fuck around amp lap bitch,Runnin' so much game I fuck around &amp; lap a bitch..,1
run danger low cigarett bitch well last I till monday tuesday,Running dangerously low on cigarettes these bitches better last me till Monday or Tuesday,1
rusel martin miser season quietli good septemb,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,2
russian roulett hoe,Russian roulette that hoe,1
rusti hoe bumpin I,Rusty hoe to bumpin 2 me #NeedDaName http://t.co/DwAEjyUbQr,1
keep I sane I cunt,S/O @HorseNuts_Clark for keeping me sane when I'm a cunt,1
hoe wait godnight text bitch pleas nigga love,"S/O To all the hoes waiting up for that goodnight text.. Bitch please, that nigga don't love you",1
young bitch amp femal,S/O the young bitches &amp; females &#128514;,1
flow well varsiti soccer tomorrow yal play ironwood kick ass I pretti sure thi fag play,S/O to flowing wells varsity soccer tomorrow yall are playing ironwood Kick their asses. I'm pretty sure this fag is playing @SamJAlexander,1
lu bitch fuck,S/O to my Luu's. These are down bitches! Don't fuck with them.,1
favorit nigger work plantat rememb next time ask watermelon nt steal,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it.",0
fine bitch walmart melt I ankl,S/O to the fine bitch at Walmart Just now. Melted me at the ankles 0_0,1
thi hoe tonight ol hate ass,S/O to this hoe tonight ol hating ass http://t.co/HIt4475tyZ,1
real bitch,S/o that real bitch,1
dat bitch ass nigga alabama wan na kill I,S/o to dat bitch ass nigga in Alabama who wanna kill me #GoodLucc,1
ace boon one real girl campu,S/o to my ace boon @Yeahh_Doe one of the few of the real girls on campus!! #YouMyNigga,1
mom come home taco browni,S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,2
old hoe new hoe,S/o to my old hoes..S/o to my new hoes!!!,1
homi nigah stay make bomb food high af,S/o to the homie @BlakkHoodie_562 niggah stay making bomb food when we high af,1
see I tell niko hold ass bitch get upper bodi strength,SEE!! I TOLD y'all Nikko was holding her ass up!! That bitch ain't got no upper body strength!!!,1
send bitch ass fish beat san antonio season I wan na play niguh,SEnd y'all bitch asses fishing with us RT @ikesizzle: We ain't beat San Antonio all season I don't wanna play them nigguhs #straightup,1
shit I want bitch bad I would eat front kid,SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;,1
sir pleas go text mexican bitch becaus I fina deal witcho childish ass,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;",0
smh mayb wan na actual whore wet pussi dri purs,"SMH Maybe they don't wanna be actual whores. RT @LaLaGeminiLand: ""If you have wet pussy, you shouldn't have a dry purse""",1
snl mock entir obama tenur ebola skit hot air,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,2
somebodi pleas bring hotel room hire I someth real gt I work hard somebodi throw I trash,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut,2
guy tweet bullshit bitch stupid want stupid want u,"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u",1
stfu bori fagjo caus faggot make sens right bran proli real nurtur lol,STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol,0
stop text hoe good morn,STOP texting these hoes good morning!,1
swag bitch I seriou,SWAG !&#8220;@MYSTIKALGOD666: bitch im serious http://t.co/UFqHqSc7Xv&#8221;,1
sad girl look kim much like damn get famou hoe make sex tape need find well role model,"Sad that girls look up to Kim so much. Like damn she got famous from being a hoe, and making sex tapes. We need to find better role models.",1
sadboy bitch worldwid,Sadboy bitch we worldwidee,1
say mean bitch,Said you a mean bitch,1
sakurako leg spread wide take big cock deep,Sakurako legs spread wide as she takes a big cock deep in her&#160;twat http://t.co/36CVHP6C70,1
saltin cracker dinner lol sad lyfe,Saltine crackers for dinner lol. Sad lyfe.,2
salut spit chest like nasti bitch,Salute RT @ShitneyW0rd_: &#128221; RT @Shvkxir: Spit on my chest like a nasty bitch.,1
salut real nica,Salute a real nicca http://t.co/3fOYAYwLWS,1
sam hand easili doubt million year least favorit charact littl bitch,"Sam is hands down easily no doubt in a million years my least favorite character, such a little bitch! #freaksandgeeks",1
sam bitch roni get fight becaus,"Sam is such a bitch, Ronnie got in a fight because of you &#128530;",1
bitch face bout could bitch hi dick,"Same bitches they be all in my face bout how they couldn't do it , be the same bitches all on his dick &#128530;",1
hoe say I could get tryna kick,Same hoe said I couldn't get it tryna kick it.,1
hoe ass tonight gon na sing jesu love I morn,"Same hoes with they ass out tonight gonna be singing ""Jesus Loves Me"" in the morning",1
nica tryna around I nica use I,Same niccas tryna be around me .. The same niccas that used to down me!,1
peopl bitchin jetpack shit aw count day come buncha fag,Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.,1
reason u look like anthoni davi eyebrow whi fuck nigger act differ girl around,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S""",0
shit bm tho ex wan na go fuck enemi may god hoe,"Same shit RT @Che_TheYello1: But your bm tho? ... ""@viaNAWF: If my ex wanna go fuck my enemy, may God be with her. Ain't my hoe no more.""",1
back I find listen mad real hip hop zero bitch sight,"Same. RT @TylerIAm That was back when i found myself listening to mad """"""""""""real hip hop"""""""""""". Zero bitches in sight",1
sapet che vi odio ho finito,Sapete che? Vi odio..... ho finito..,2
savag fuck right shirti cunt,"Savage can fuck right off, shirty cunt",1
see pick dime floor toe appar monkey toe gene strong one,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",2
see vine kobe call dwight howard bitch ass nigga,"Saw a vine of Kobe calling Dwight Howard ""you a bitch ass nigga""",1
see browni kitchen counter bit one immedi surg pain spice hit tongu chili flake eff brian,"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",2
see dog humpin thi femal dog day femal wait outsid door quick hook dog get bitch,Saw my dog humpin this female dog the other day. Now the female is waiting outside my door for a quick hook up. My dog gets bitches!,1
see thi bad bitch today,Saw this bad bitch today @Lil_Marieeee &#128539; http://t.co/BuFua1Pr8v,1
see thi littl freshman ho look like spike dog collar stupid shit ever everytim I see I say sexi lmao,"Saw this little freshman ho with what looked like spiked dog collar (stupidest shit ever) so everytime I saw her I said ""so sexy"" lmao",1
see three grow man motorcycl amp bitch bare move lmao hell,Saw three GROWN men on a motorcycle &amp; that bitch was barely moving lmao what the hell,1
say I wrong I treat pussi right,Say I'm wrong but I can treat that pussy right,1
say alota bitch standard nigga outa yal leagu,Say it again RT @Marcus_Supreme: Alotta you bitches standards are niggas that&#8217;s outta yall league,1
say I I confront pussi fuck,Say it to me when I confront you pussy fuck,1
say hoe ou even I hoe I tell em,"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you",1
say fucn name hoe,Say my fuccn name hoe!,1
say fuck name hoe,Say my fucking name hoe,1
say ya want I singl I opportun dick ass pussi time I ama take,"Say what ya want but if I'm single and I have the opportunity to have a dick in my ass AND pussy at the same time, I'ma take it.",1
say want bitch pipe,"Say what you want about @MileyCyrus , but that bitch has pipes!",1
say love bitch much I kill yo ass front,Say you love that bitch so much I'll kill yo ass in front of her,1
say love bitch much I kill right front,Say you love that bitch so much I'll kill you right in front of her,1
saya natsukawa get pussi fuck lick two horni,Saya Natsukawa gets her pussy fucked and licked by two horny&#160;Japaneses. http://t.co/e1va9eIIz3,1
scandal negro bed wench fairi tale propaganda via must see hebrew daughter zion,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,0
scari bitch twitter never nigga crush alway omf shit,"Scary bitches on Twitter never @ the nigga the have a crush on, always on some ""oomf"" shit",1
school scho scho sch sc st sta stay stay h stay ho stay hom stay home,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home",2
school ghetto fuck,School ghetto as fuck http://t.co/QrhwQTUEU1,1
school suck dick hoe attend,School sucks more dick than the hoes who attend it.,1
scientist recent discov bitch fact tripin,"Scientists have recently discovered that bitches, do in fact, ""Be trippin""",1
scott brook find new way flip I bird game I know right move,Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,2
scott tell I work today want come get I drunk seduc girlfriend I kill bitch,Scott told me at work today he wants to come over to get me drunk and then seduce my girlfriend...&#128299;&#128298; I'll kill you bitch &#128545;,1
scrappi get hoe em stage I wonder mani audienc,Scrappy got the hoes &#128056;&#9749;&#65039;.. It's 3 of em on stage I wonder how many in the audience,1
scrappi mom run hi bitch away,Scrappy mom run all his bitches away,1
scream like lil bitch,Screaming like a lil bitch &#128514;,1
scream money hoe nigga fuck shit,Screaming money over hoes nigga you ain't fuck shit,1
sean kingston look like facebok dyke,Sean Kingston look like a Facebook dyke http://t.co/OxFbMRTOCs,1
search term obama twinki get bunch peopl rehash hand joke idea whi hostess fail,"Search the terms ""Obama"" and ""Twinkie"" and get a bunch of people rehashing the same handful of jokes while having no idea why Hostess failed",1
seasid smell like stank ass pussi bruh,Seaside smell like stank ass pussy bruh&#128514;&#128514;,1
seattl mayor elect thi year choic bunch woman non white faggot fag lover,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX",0
sebastian high cat nip rn,Sebastian is high on cat nip rn,2
second time gentrifi bitch get nerv thi morn,Second time these gentrified bitches got on my nerves this morning.,1
secondari play like hoe,Secondary playing like hoes.,1
second end gon na pull trigger bitch,"Seconds from the end what's it gonna be, pull the trigger bitch",1
